交易时间,交易分类,交易对方,商品说明,收/支,金额,收/付款方式,交易状态,来源,是否退款
2022-08-16 17:12:22,日用百货,7-11便利店,7-11便利店-超市购物,支出,378.14,余额宝,支付成功,支付宝,False
2022-08-16 14:08:00,餐饮美食,麦当劳,麦当劳-工作餐,支出,136.93,余额宝,支付成功,支付宝,False
2022-08-16 11:20:08,美容美发,震轩美容美发,震轩美容美发-染发,支出,13.58,余额宝,支付成功,支付宝,False
2022-08-16 10:53:46,日用百货,家乐福,家乐福-纸巾湿巾,支出,65.99,余额宝,支付成功,支付宝,False
2022-08-15 22:39:18,医疗健康,大参林药店,大参林药店-挂号费,支出,596.45,余额宝,支付成功,支付宝,False
2022-08-15 20:25:16,餐饮美食,肯德基,肯德基-下午茶,支出,21.37,余额宝,支付成功,支付宝,False
2022-08-15 19:56:18,商户消费,水果摊,水果摊-买早餐,支出,35.3,零钱,支付成功,微信,False
2022-08-15 15:17:34,服饰装扮,优衣库,优衣库-配饰,支出,339.19,余额宝,支付成功,支付宝,False
2022-08-15 14:30:00,收入,XX科技有限公司,工资,收入,15000.0,银行卡,支付成功,支付宝,False
2022-08-15 13:41:24,餐饮美食,海底捞,海底捞-夜宵,支出,46.86,余额宝,支付成功,支付宝,False
2022-08-15 08:48:55,收入,银行利息,银行利息-二手出售,收入,48.76,余额宝,支付成功,支付宝,False
2022-08-15 04:34:37,餐饮美食,肯德基,肯德基-夜宵,支出,507.3,余额宝,支付成功,支付宝,False
2022-08-15 00:33:25,餐饮美食,瑞幸咖啡,瑞幸咖啡-聚餐,支出,17.21,余额宝,支付成功,支付宝,False
2022-08-14 17:26:55,数码电器,苏宁易购,苏宁易购-充电器,支出,2895.56,余额宝,支付成功,支付宝,False
2022-08-14 13:05:25,交通出行,铁路12306,铁路12306-回家车票,支出,4.07,余额宝,支付成功,支付宝,False
2022-08-14 11:24:19,商户消费,菜市场,菜市场-买早餐,支出,38.21,零钱,支付成功,微信,False
2022-08-14 00:04:43,收入,XX科技有限公司,XX科技有限公司-二手出售,收入,148.4,余额宝,支付成功,支付宝,False
2022-08-13 23:02:50,住房物业,万科物业,万科物业-房租,支出,323.96,余额宝,支付成功,支付宝,False
2022-08-13 19:55:46,餐饮美食,美团外卖,美团外卖-聚餐,支出,99.58,余额宝,支付成功,支付宝,False
2022-08-13 17:06:06,餐饮美食,麦当劳,麦当劳-工作餐,支出,18.94,余额宝,支付成功,支付宝,False
2022-08-12 16:31:14,日用百货,名创优品,名创优品-洗漱用品,支出,28.54,余额宝,支付成功,支付宝,False
2022-08-12 14:13:48,交通出行,哈啰单车,哈啰单车-停车费,支出,14.7,余额宝,支付成功,支付宝,False
2022-08-12 11:07:41,文化休闲,猫眼电影,猫眼电影-演唱会门票,支出,198.11,余额宝,支付成功,支付宝,False
2022-08-12 09:45:32,餐饮美食,海底捞,海底捞-夜宵,支出,28.05,余额宝,支付成功,支付宝,False
2022-08-11 21:44:31,交通出行,中国石油,中国石油-打车上班,支出,10.04,余额宝,支付成功,支付宝,False
2022-08-11 19:07:40,餐饮美食,蜜雪冰城,蜜雪冰城-外卖订单,支出,28.94,余额宝,支付成功,支付宝,False
2022-08-11 13:22:45,商户消费,菜市场,菜市场-买菜,支出,187.5,零钱,支付成功,微信,False
2022-08-11 12:25:59,数码电器,小米之家,小米之家-智能手环,支出,72.89,余额宝,支付成功,支付宝,False
2022-08-11 11:56:28,住房物业,房东,房东-房租,支出,182.5,余额宝,支付成功,支付宝,False
2022-08-11 07:58:14,餐饮美食,麦当劳,麦当劳-周末改善伙食,支出,5.95,余额宝,支付成功,支付宝,False
2022-08-10 23:31:10,日用百货,全家FamilyMart,全家FamilyMart-超市购物,支出,184.33,余额宝,支付成功,支付宝,False
2022-08-10 17:41:15,住房物业,万科物业,万科物业-电费,支出,67.58,余额宝,支付成功,支付宝,False
2022-08-10 13:16:25,扫二维码付款,打印店,打印店-扫码支付,支出,4.63,零钱,支付成功,微信,False
2022-08-09 19:36:26,餐饮美食,喜茶,喜茶-聚餐,支出,36.87,余额宝,支付成功,支付宝,False
2022-08-09 19:05:19,扫二维码付款,路边摊,路边摊-扫码支付,支出,23.33,零钱,支付成功,微信,False
2022-08-08 20:08:44,商户消费,小卖部,小卖部-买水果,支出,22.25,零钱,支付成功,微信,False
2022-08-08 13:24:35,日用百货,屈臣氏,屈臣氏-纸巾湿巾,支出,268.93,余额宝,支付成功,支付宝,False
2022-08-08 11:44:17,餐饮美食,肯德基,肯德基-外卖订单,支出,29.8,余额宝,支付成功,支付宝,False
2022-08-08 11:11:59,餐饮美食,饿了么,饿了么-工作餐,支出,15.65,余额宝,支付成功,支付宝,False
2022-08-07 21:17:58,商户消费,便利店,便利店-零钱支付,支出,183.72,零钱,支付成功,微信,False
2022-08-07 13:32:32,交通出行,美团单车,美团单车-共享单车,支出,7.4,余额宝,支付成功,支付宝,False
2022-08-07 12:56:08,扫二维码付款,小吃店,小吃店-扫码支付,支出,8.63,零钱,支付成功,微信,False
2022-08-07 12:03:03,交通出行,中国石化,中国石化-回家车票,支出,46.31,余额宝,支付成功,支付宝,False
2022-08-06 19:25:43,日用百货,屈臣氏,屈臣氏-零食饮料,支出,34.73,余额宝,支付成功,支付宝,False
2022-08-06 18:26:01,餐饮美食,海底捞,海底捞-聚餐,支出,44.87,余额宝,支付成功,支付宝,False
2022-08-06 08:30:35,商户消费,水果摊,水果摊-买菜,支出,20.27,零钱,支付成功,微信,False
2022-08-05 12:40:26,服饰装扮,ZARA,ZARA-配饰,支出,247.76,余额宝,支付成功,支付宝,False
2022-08-05 11:34:11,商户消费,便利店,便利店-买水果,支出,14.82,零钱,支付成功,微信,False
2022-08-05 10:56:42,餐饮美食,海底捞,海底捞-工作餐,支出,45.43,余额宝,支付成功,支付宝,False
2022-08-05 09:14:35,充值缴费,爱奇艺,爱奇艺-话费充值,支出,83.35,余额宝,支付成功,支付宝,False
2022-08-04 20:18:29,转账红包,赵六,赵六-节日红包,支出,128.06,余额宝,支付成功,支付宝,False
2022-08-04 19:35:16,扫二维码付款,出租车,出租车-付款,支出,15.75,零钱,支付成功,微信,False
2022-08-03 17:17:16,美容美发,完美日记,完美日记-染发,支出,147.5,余额宝,支付成功,支付宝,False
2022-08-03 11:02:47,餐饮美食,兰州拉面,兰州拉面-夜宵,支出,38.71,余额宝,支付成功,支付宝,False
2022-08-03 10:53:23,教育培训,淘宝购物,淘宝购物-购买生活用品,支出,56.59,余额宝,支付成功,支付宝,False
2022-08-03 01:07:45,商户消费,便利店,便利店-零钱支付,支出,21.92,零钱,支付成功,微信,False
2022-08-03 01:03:17,文化休闲,万达影城,万达影城-买书,支出,263.49,余额宝,支付成功,支付宝,False
2022-08-02 11:02:56,文化休闲,万达影城,万达影城-看电影,支出,56.89,余额宝,支付成功,支付宝,False
2022-08-02 10:20:01,餐饮美食,沙县小吃,沙县小吃-下午茶,支出,36.7,余额宝,支付成功,支付宝,False
2022-08-01 21:54:58,服饰装扮,优衣库,优衣库-配饰,支出,402.18,余额宝,支付成功,支付宝,False
2022-08-01 18:13:02,微信红包,家人,家人-大吉大利,支出,3.48,零钱,支付成功,微信,False
2022-08-01 11:51:41,餐饮美食,肯德基,肯德基-下午茶,支出,43.56,余额宝,支付成功,支付宝,False
2022-08-01 11:50:42,日用百货,沃尔玛,沃尔玛-零食饮料,支出,46.09,余额宝,支付成功,支付宝,False
2022-08-01 09:00:00,住房物业,房东,房租,支出,4500.0,银行卡,支付成功,支付宝,False
2022-07-31 17:32:46,酒店旅游,华住会,华住会-度假,支出,2421.25,余额宝,支付成功,支付宝,False
2022-07-31 16:10:47,收入,银行利息,银行利息-奖金,收入,41.92,余额宝,支付成功,支付宝,False
2022-07-31 16:04:26,日用百货,家乐福,家乐福-零食饮料,支出,23.88,余额宝,支付成功,支付宝,False
2022-07-31 15:40:32,日用百货,家乐福,家乐福-纸巾湿巾,支出,74.57,余额宝,支付成功,支付宝,False
2022-07-31 12:13:58,日用百货,7-11便利店,7-11便利店-洗漱用品,支出,63.38,余额宝,支付成功,支付宝,False
2022-07-31 12:01:33,扫二维码付款,路边摊,路边摊-付款,支出,66.25,零钱,支付成功,微信,False
2022-07-30 20:27:39,餐饮美食,兰州拉面,兰州拉面-早餐,支出,25.88,余额宝,支付成功,支付宝,False
2022-07-30 20:19:40,微信红包,家人,家人-大吉大利,收入,9.42,零钱,支付成功,微信,False
2022-07-30 18:41:59,其他,早餐车,早餐车-买早餐,支出,139.68,余额宝,支付成功,支付宝,False
2022-07-30 17:32:41,扫二维码付款,路边摊,路边摊-扫码支付,支出,16.39,零钱,支付成功,微信,False
2022-07-30 15:40:44,扫二维码付款,小吃店,小吃店-付款,支出,8.98,零钱,支付成功,微信,False
2022-07-29 23:37:23,家居家装,屈臣氏,屈臣氏-零食饮料,支出,53.19,余额宝,支付成功,支付宝,False
2022-07-29 23:33:59,日用百货,7-11便利店,7-11便利店-洗漱用品,支出,47.42,余额宝,支付成功,支付宝,False
2022-07-29 21:34:20,其他,早餐车,早餐车-零钱支付,支出,108.58,余额宝,支付成功,支付宝,False
2022-07-29 20:07:31,美容美发,震轩美容美发,震轩美容美发-理发,支出,185.88,余额宝,支付成功,支付宝,False
2022-07-29 15:29:32,交通出行,美团单车,美团单车-回家车票,支出,62.95,余额宝,支付成功,支付宝,False
2022-07-29 15:26:43,餐饮美食,必胜客,必胜客-工作餐,支出,133.58,余额宝,支付成功,支付宝,False
2022-07-28 13:39:21,医疗健康,社区卫生中心,社区卫生中心-买药,支出,375.11,余额宝,支付成功,支付宝,False
2022-07-28 12:40:38,日用百货,7-11便利店,7-11便利店-超市购物,支出,37.76,余额宝,支付成功,支付宝,False
2022-07-28 12:12:23,扫二维码付款,路边摊,路边摊-扫码支付,支出,25.15,零钱,支付成功,微信,False
2022-07-28 09:21:18,其他,便利店,便利店-买早餐,支出,728.88,余额宝,支付成功,支付宝,False
2022-07-28 07:05:46,交通出行,哈啰单车,哈啰单车-打车上班,支出,14.42,余额宝,支付成功,支付宝,False
2022-07-27 19:37:53,扫二维码付款,路边摊,路边摊-扫码支付,支出,28.45,零钱,支付成功,微信,False
2022-07-27 14:49:39,餐饮美食,星巴克,星巴克-周末改善伙食,支出,186.81,余额宝,支付成功,支付宝,False
2022-07-27 13:28:43,收入,闲鱼买家,闲鱼买家-奖金,收入,55.76,余额宝,支付成功,支付宝,False
2022-07-27 11:57:00,扫二维码付款,小吃店,小吃店-扫码支付,支出,18.96,零钱,支付成功,微信,False
2022-07-27 00:27:24,扫二维码付款,路边摊,路边摊-付款,支出,168.83,零钱,支付成功,微信,False
2022-07-26 22:58:06,扫二维码付款,打印店,打印店-扫码支付,支出,6.61,零钱,支付成功,微信,False
2022-07-26 20:48:59,餐饮美食,星巴克,星巴克-周末改善伙食,支出,19.24,余额宝,支付成功,支付宝,False
2022-07-26 19:54:29,酒店旅游,亚朵酒店,亚朵酒店-度假,支出,2953.48,余额宝,支付成功,支付宝,False
2022-07-26 19:07:42,转账,借款人,借款人-转账,支出,893.86,零钱,支付成功,微信,False
2022-07-26 17:27:24,转账红包,家庭群,家庭群-转账,收入,579.77,余额宝,支付成功,支付宝,False
2022-07-26 13:37:54,文化休闲,网鱼网咖,网鱼网咖-演唱会门票,支出,17.02,余额宝,支付成功,支付宝,False
2022-07-26 11:29:30,餐饮美食,麦当劳,麦当劳-周末改善伙食,支出,22.66,余额宝,支付成功,支付宝,False
2022-07-26 09:12:13,服饰装扮,ZARA,ZARA-配饰,支出,1908.49,余额宝,支付成功,支付宝,False
2022-07-25 20:55:44,日用百货,屈臣氏,屈臣氏-超市购物,支出,162.39,余额宝,支付成功,支付宝,False
2022-07-25 18:02:28,酒店旅游,携程旅行,携程旅行-订酒店,支出,1625.46,余额宝,支付成功,支付宝,False
2022-07-25 13:11:18,餐饮美食,兰州拉面,兰州拉面-外卖订单,支出,77.0,余额宝,支付成功,支付宝,False
2022-07-25 13:07:58,微信红包,微信好友,微信好友-大吉大利,收入,8.38,零钱,支付成功,微信,False
2022-07-25 11:41:41,餐饮美食,麦当劳,麦当劳-外卖订单,支出,49.83,余额宝,支付成功,支付宝,False
2022-07-24 17:39:53,餐饮美食,饿了么,饿了么-夜宵,支出,480.95,余额宝,支付成功,支付宝,False
2022-07-24 12:18:51,餐饮美食,蜜雪冰城,蜜雪冰城-下午茶,支出,31.25,余额宝,支付成功,支付宝,False
2022-07-23 19:58:26,群收款,旅游群,旅游群-活动费,支出,222.0,零钱,支付成功,微信,False
2022-07-23 11:10:07,扫二维码付款,出租车,出租车-付款,支出,17.24,零钱,支付成功,微信,False
2022-07-23 11:06:13,餐饮美食,沙县小吃,沙县小吃-外卖订单,支出,32.42,余额宝,支付成功,支付宝,False
2022-07-22 19:04:11,爱车养车,平安车险,平安车险-保险,支出,126.0,余额宝,支付成功,支付宝,False
2022-07-22 09:25:07,餐饮美食,瑞幸咖啡,瑞幸咖啡-工作餐,支出,45.68,余额宝,支付成功,支付宝,False
2022-07-21 23:12:19,微信红包,微信好友,微信好友-大吉大利,支出,3.24,零钱,支付成功,微信,False
2022-07-21 17:14:23,交通出行,公交公司,公交公司-停车费,支出,4.84,余额宝,支付成功,支付宝,False
2022-07-21 12:45:47,服饰装扮,淘宝服饰,淘宝服饰-配饰,支出,169.53,余额宝,支付成功,支付宝,False
2022-07-20 18:28:04,商户消费,便利店,便利店-买早餐,支出,26.0,零钱,支付成功,微信,False
2022-07-20 13:51:51,餐饮美食,饿了么,饿了么-聚餐,支出,44.94,余额宝,支付成功,支付宝,False
2022-07-20 13:09:20,收入,XX科技有限公司,XX科技有限公司-奖金,收入,55.73,余额宝,支付成功,支付宝,False
2022-07-19 17:27:05,数码电器,京东自营,京东自营-智能手环,支出,19.01,余额宝,支付成功,支付宝,False
2022-07-19 17:11:53,餐饮美食,饿了么,饿了么-早餐,支出,38.44,余额宝,支付成功,支付宝,False
2022-07-19 17:08:03,扫二维码付款,路边摊,路边摊-扫码支付,支出,26.6,零钱,支付成功,微信,False
2022-07-19 15:23:17,扫二维码付款,出租车,出租车-扫码支付,支出,26.53,零钱,支付成功,微信,False
2022-07-19 10:42:42,商户消费,小卖部,小卖部-零钱支付,支出,287.67,零钱,支付成功,微信,False
2022-07-19 08:34:09,微信红包,微信好友,微信好友-生日快乐,支出,184.51,零钱,支付成功,微信,False
2022-07-18 22:06:53,医疗健康,海王星辰,海王星辰-挂号费,支出,52.28,余额宝,支付成功,支付宝,False
2022-07-18 20:59:38,扫二维码付款,打印店,打印店-扫码支付,支出,29.92,零钱,支付成功,微信,False
2022-07-18 20:07:58,商户消费,小卖部,小卖部-零钱支付,支出,89.93,零钱,支付成功,微信,False
2022-07-18 19:43:39,餐饮美食,饿了么,饿了么-早餐,支出,11.28,余额宝,支付成功,支付宝,False
2022-07-18 16:52:31,医疗健康,第一人民医院,第一人民医院-口罩消毒液,支出,40.36,余额宝,支付成功,支付宝,False
2022-07-18 14:03:56,餐饮美食,兰州拉面,兰州拉面-周末改善伙食,支出,190.78,余额宝,支付成功,支付宝,False
2022-07-18 13:43:17,餐饮美食,海底捞,海底捞-下午茶,支出,47.65,余额宝,支付成功,支付宝,False
2022-07-18 10:08:03,商户消费,菜市场,菜市场-买早餐,支出,19.43,零钱,支付成功,微信,False
2022-07-17 20:19:37,转账红包,同事群,同事群-借款还款,支出,177.98,余额宝,支付成功,支付宝,False
2022-07-17 19:29:05,餐饮美食,肯德基,肯德基-外卖订单,支出,108.51,余额宝,支付成功,支付宝,False
2022-07-17 10:42:54,收入,闲鱼买家,闲鱼买家-工资发放,收入,179.41,余额宝,支付成功,支付宝,False
2022-07-16 22:59:37,商户消费,早餐车,早餐车-零钱支付,支出,136.71,零钱,支付成功,微信,False
2022-07-16 21:03:50,服饰装扮,耐克Nike,耐克Nike-运动装备,支出,864.88,余额宝,支付成功,支付宝,False
2022-07-16 12:06:18,餐饮美食,蜜雪冰城,蜜雪冰城-外卖订单,支出,707.09,余额宝,支付成功,支付宝,False
2022-07-16 11:20:03,商户消费,小卖部,小卖部-买早餐,支出,188.1,零钱,支付成功,微信,False
2022-07-16 11:18:56,餐饮美食,美团外卖,美团外卖-工作餐,支出,51.22,余额宝,支付成功,支付宝,False
2022-07-16 10:37:28,扫二维码付款,小吃店,小吃店-扫码支付,支出,149.15,零钱,支付成功,微信,False
2022-07-16 00:12:53,扫二维码付款,小吃店,小吃店-扫码支付,支出,191.93,零钱,支付成功,微信,False
2022-07-15 21:29:29,餐饮美食,麦当劳,麦当劳-下午茶,支出,43.27,余额宝,支付成功,支付宝,False
2022-07-15 17:10:37,扫二维码付款,打印店,打印店-扫码支付,支出,18.97,零钱,支付成功,微信,False
2022-07-15 14:30:00,收入,XX科技有限公司,工资,收入,15000.0,银行卡,支付成功,支付宝,False
2022-07-15 13:41:23,餐饮美食,饿了么,饿了么-下午茶,支出,195.52,余额宝,支付成功,支付宝,False
2022-07-15 12:52:16,转账,房东,房东-转账,支出,684.19,零钱,支付成功,微信,False
2022-07-15 08:53:23,餐饮美食,瑞幸咖啡,瑞幸咖啡-夜宵,支出,25.24,余额宝,支付成功,支付宝,False
2022-07-15 08:31:36,扫二维码付款,路边摊,路边摊-扫码支付,支出,26.05,零钱,支付成功,微信,False
2022-07-14 20:53:05,交通出行,公交公司,公交公司-共享单车,支出,18.62,余额宝,支付成功,支付宝,False
2022-07-14 13:14:19,亲子,京东超市,京东超市-洗漱用品,支出,69.06,余额宝,支付成功,支付宝,False
2022-07-14 12:39:37,餐饮美食,蜜雪冰城,蜜雪冰城-外卖订单,支出,26.27,余额宝,支付成功,支付宝,False
2022-07-14 11:03:38,餐饮美食,美团外卖,美团外卖-工作餐,支出,160.46,余额宝,支付成功,支付宝,False
2022-07-14 09:20:23,转账,朋友,朋友-转账,收入,85.68,零钱,支付成功,微信,False
2022-07-13 23:52:59,其他,便利店,便利店-零钱支付,支出,196.22,余额宝,支付成功,支付宝,False
2022-07-13 21:28:49,扫二维码付款,路边摊,路边摊-付款,支出,24.88,零钱,支付成功,微信,False
2022-07-13 20:26:49,交通出行,滴滴出行,滴滴出行-地铁充值,支出,2.39,余额宝,支付成功,支付宝,False
2022-07-13 14:15:16,微信红包,家人,家人-大吉大利,支出,0.36,零钱,支付成功,微信,False
2022-07-13 12:24:50,商户消费,小卖部,小卖部-买早餐,支出,39.02,零钱,支付成功,微信,False
2022-07-12 22:25:26,餐饮美食,饿了么,饿了么-早餐,支出,40.42,余额宝,支付成功,支付宝,False
2022-07-12 19:39:30,交通出行,公交公司,公交公司-地铁充值,支出,11.56,余额宝,支付成功,支付宝,False
2022-07-12 17:09:47,微信红包,同学,同学-恭喜发财,收入,135.85,零钱,支付成功,微信,False
2022-07-11 19:13:56,转账红包,张三,张三-节日红包,支出,105.57,余额宝,支付成功,支付宝,False
2022-07-11 19:00:18,餐饮美食,必胜客,必胜客-夜宵,支出,16.88,余额宝,支付成功,支付宝,False
2022-07-11 18:02:42,餐饮美食,瑞幸咖啡,瑞幸咖啡-工作餐,支出,17.82,余额宝,支付成功,支付宝,False
2022-07-11 16:31:19,餐饮美食,海底捞,海底捞-工作餐,支出,29.81,余额宝,支付成功,支付宝,False
2022-07-11 11:48:46,餐饮美食,兰州拉面,兰州拉面-工作餐,支出,42.83,余额宝,支付成功,支付宝,False
2022-07-11 11:12:34,转账,借款人,借款人-房租,收入,13.64,零钱,支付成功,微信,False
2022-07-11 04:40:52,爱车养车,平安车险,平安车险-保险,支出,655.8,余额宝,支付成功,支付宝,False
2022-07-10 19:19:59,微信红包,微信好友,微信好友-生日快乐,支出,4.83,零钱,支付成功,微信,False
2022-07-09 22:49:36,餐饮美食,美团外卖,美团外卖-外卖订单,支出,6.5,余额宝,支付成功,支付宝,False
2022-07-09 20:56:47,日用百货,家乐福,家乐福-洗漱用品,支出,35.98,余额宝,支付成功,支付宝,False
2022-07-09 12:06:15,运动户外,全家FamilyMart,全家FamilyMart-纸巾湿巾,支出,166.38,余额宝,支付成功,支付宝,False
2022-07-08 17:11:46,服饰装扮,唯品会,唯品会-运动装备,支出,129.38,余额宝,支付成功,支付宝,False
2022-07-08 13:18:47,日用百货,7-11便利店,7-11便利店-零食饮料,支出,45.49,余额宝,支付成功,支付宝,False
2022-07-08 12:56:14,扫二维码付款,打印店,打印店-扫码支付,支出,10.63,零钱,支付成功,微信,False
2022-07-08 12:05:00,商户消费,便利店,便利店-零钱支付,支出,21.61,零钱,支付成功,微信,False
2022-07-08 11:54:48,交通出行,铁路12306,铁路12306-加油,支出,7.86,余额宝,支付成功,支付宝,False
2022-07-08 10:23:18,餐饮美食,美团外卖,美团外卖-早餐,支出,18.43,余额宝,支付成功,支付宝,False
2022-07-07 23:46:25,餐饮美食,兰州拉面,兰州拉面-下午茶,支出,6.87,余额宝,支付成功,支付宝,False
2022-07-07 21:05:33,日用百货,名创优品,名创优品-超市购物,支出,22.45,余额宝,支付成功,支付宝,False
2022-07-07 19:23:54,餐饮美食,肯德基,肯德基-周末改善伙食,支出,133.15,余额宝,支付成功,支付宝,False
2022-07-07 17:41:25,住房物业,房东,房东-电费,支出,140.74,余额宝,支付成功,支付宝,False
2022-07-07 14:12:49,商户消费,小卖部,小卖部-买早餐,支出,18.05,零钱,支付成功,微信,False
2022-07-07 11:07:52,美容美发,完美日记,完美日记-化妆品,支出,12.88,余额宝,支付成功,支付宝,False
2022-07-07 09:48:57,微信红包,微信好友,微信好友-恭喜发财,支出,153.11,零钱,支付成功,微信,False
2022-07-06 19:29:00,转账,借款人,借款人-还款,支出,127.39,零钱,支付成功,微信,False
2022-07-06 08:45:15,扫二维码付款,出租车,出租车-扫码支付,支出,9.14,零钱,支付成功,微信,False
2022-07-05 20:44:58,商户消费,早餐车,早餐车-零钱支付,支出,46.74,零钱,支付成功,微信,False
2022-07-05 14:53:20,餐饮美食,星巴克,星巴克-夜宵,支出,97.39,余额宝,支付成功,支付宝,False
2022-07-05 10:53:13,其他,早餐车,早餐车-零钱支付,支出,172.98,余额宝,支付成功,支付宝,False
2022-07-04 23:55:59,爱车养车,平安车险,平安车险-维修,支出,27.23,余额宝,支付成功,支付宝,False
2022-07-04 18:13:28,商户消费,便利店,便利店-买早餐,支出,11.61,零钱,支付成功,微信,False
2022-07-04 13:22:57,其他,早餐车,早餐车-买水果,支出,26.54,余额宝,支付成功,支付宝,False
2022-07-04 12:41:47,收入,闲鱼买家,闲鱼买家-二手出售,收入,162.02,余额宝,支付成功,支付宝,False
2022-07-04 10:09:03,餐饮美食,必胜客,必胜客-周末改善伙食,支出,19.22,余额宝,支付成功,支付宝,False
2022-07-03 20:12:28,扫二维码付款,路边摊,路边摊-付款,支出,4.42,零钱,支付成功,微信,False
2022-07-03 17:36:17,转账,房东,房东-还款,支出,74.94,零钱,支付成功,微信,False
2022-07-03 13:00:07,餐饮美食,美团外卖,美团外卖-早餐,支出,29.13,余额宝,支付成功,支付宝,False
2022-07-03 12:15:21,收入,银行利息,银行利息-理财收益,收入,21.73,余额宝,支付成功,支付宝,False
2022-07-02 22:44:59,转账红包,赵六,赵六-AA收款,支出,702.46,余额宝,支付成功,支付宝,False
2022-07-02 22:27:37,交通出行,中国石化,中国石化-地铁充值,支出,4.78,余额宝,支付成功,支付宝,False
2022-07-02 21:40:10,服饰装扮,阿迪达斯,阿迪达斯-配饰,支出,187.74,余额宝,支付成功,支付宝,False
2022-07-02 18:50:13,餐饮美食,蜜雪冰城,蜜雪冰城-下午茶,支出,23.15,余额宝,支付成功,支付宝,False
2022-07-02 12:56:05,住房物业,国家电网,国家电网-水费,支出,419.78,余额宝,支付成功,支付宝,False
2022-07-02 12:50:52,转账红包,赵六,赵六-节日红包,支出,120.89,余额宝,支付成功,支付宝,False
2022-07-02 12:48:51,扫二维码付款,小吃店,小吃店-扫码支付,支出,6.76,零钱,支付成功,微信,False
2022-07-02 12:42:59,餐饮美食,沙县小吃,沙县小吃-工作餐,支出,22.67,余额宝,支付成功,支付宝,False
2022-07-02 11:33:47,爱车养车,途虎养车,途虎养车-保养,支出,90.6,余额宝,支付成功,支付宝,False
2022-07-01 23:58:30,餐饮美食,必胜客,必胜客-外卖订单,支出,31.58,余额宝,支付成功,支付宝,False
2022-07-01 18:12:31,转账,房东,房东-转账,收入,102.01,零钱,支付成功,微信,False
2022-07-01 12:29:10,餐饮美食,沙县小吃,沙县小吃-周末改善伙食,支出,20.5,余额宝,支付成功,支付宝,False
2022-07-01 11:06:41,其他,小卖部,小卖部-零钱支付,支出,125.36,余额宝,支付成功,支付宝,False
2022-07-01 09:08:52,商户消费,菜市场,菜市场-买水果,支出,11.45,零钱,支付成功,微信,False
2022-07-01 09:00:00,住房物业,房东,房租,支出,4500.0,银行卡,支付成功,支付宝,False
2022-06-30 22:50:56,商户消费,水果摊,水果摊-买早餐,支出,122.42,零钱,支付成功,微信,False
2022-06-30 12:07:06,商户消费,菜市场,菜市场-买水果,支出,71.36,零钱,支付成功,微信,False
2022-06-30 11:58:35,住房物业,万科物业,万科物业-宽带费,支出,24.44,余额宝,支付成功,支付宝,False
2022-06-30 11:57:21,扫二维码付款,打印店,打印店-扫码支付,支出,142.0,零钱,支付成功,微信,False
2022-06-30 10:37:51,交通出行,公交公司,公交公司-共享单车,支出,17.73,余额宝,支付成功,支付宝,False
2022-06-30 10:27:55,商户消费,早餐车,早餐车-买早餐,支出,79.02,零钱,支付成功,微信,False
2022-06-30 08:23:47,餐饮美食,肯德基,肯德基-外卖订单,支出,45.0,余额宝,支付成功,支付宝,False
2022-06-29 21:31:16,转账红包,同事群,同事群-节日红包,收入,421.38,余额宝,支付成功,支付宝,False
2022-06-29 18:47:40,转账,朋友,朋友-还款,收入,29.04,零钱,支付成功,微信,False
2022-06-29 15:07:43,商户消费,菜市场,菜市场-买水果,支出,729.9,零钱,支付成功,微信,False
2022-06-29 15:00:30,转账,朋友,朋友-还款,支出,26.21,零钱,支付成功,微信,False
2022-06-29 14:16:46,商户消费,早餐车,早餐车-买早餐,支出,89.79,零钱,支付成功,微信,False
2022-06-29 12:44:01,转账,房东,房东-房租,支出,643.18,零钱,支付成功,微信,False
2022-06-29 12:13:28,收入,XX科技有限公司,XX科技有限公司-奖金,收入,152.82,余额宝,支付成功,支付宝,False
2022-06-29 11:37:49,商户消费,小卖部,小卖部-买菜,支出,46.95,零钱,支付成功,微信,False
2022-06-29 09:12:14,商户消费,便利店,便利店-买早餐,支出,287.73,零钱,支付成功,微信,False
2022-06-28 19:20:32,扫二维码付款,路边摊,路边摊-付款,支出,21.06,零钱,支付成功,微信,False
2022-06-28 18:31:29,餐饮美食,肯德基,肯德基-周末改善伙食,支出,34.6,余额宝,支付成功,支付宝,False
2022-06-28 18:23:48,餐饮美食,喜茶,喜茶-聚餐,支出,26.91,余额宝,支付成功,支付宝,False
2022-06-28 11:43:43,商户消费,小卖部,小卖部-买水果,支出,18.38,零钱,支付成功,微信,False
2022-06-28 09:29:59,收入,银行利息,银行利息-工资发放,收入,834.56,余额宝,支付成功,支付宝,False
2022-06-27 21:16:39,餐饮美食,蜜雪冰城,蜜雪冰城-下午茶,支出,20.84,余额宝,支付成功,支付宝,False
2022-06-27 19:47:07,商户消费,菜市场,菜市场-买菜,支出,4.03,零钱,支付成功,微信,False
2022-06-27 17:52:27,餐饮美食,肯德基,肯德基-周末改善伙食,支出,7.9,余额宝,支付成功,支付宝,False
2022-06-27 14:08:30,转账红包,王五,王五-借款还款,收入,54.45,余额宝,支付成功,支付宝,False
2022-06-27 10:31:58,餐饮美食,星巴克,星巴克-工作餐,支出,49.12,余额宝,支付成功,支付宝,False
2022-06-27 09:57:46,餐饮美食,喜茶,喜茶-外卖订单,支出,27.48,余额宝,支付成功,支付宝,False
